family,genus,species,origin,extin,w,mtheta,lw,lh,ic1,ic2,ic3,fcirc,t,numcham,expans,height,length,fcangle,area,fcarea,clava,chamwl,keel,bidors,biven,biconvex,lobe,double,depth
Heterohelicidae,Racemiguembelina,fructicosa,69.62,65.51,0.975915914,180,1.170425978,0.847320258,180,180,180,95.25726356,52.65,12,0.987884565,678.61,575,90,269838.97,0.057390858,1.653998682,1.003174964,0.94222958,90,90,1,0.827903132,0,3
Heterohelicidae,Pseudotextularia,intermedia,69.7,65.51,0.945933888,180,1.650016875,0.625036221,180,180,180,94.64648677,56.1,2,0.972591326,586.67,366.69,90,146693.83,0.1564862,1.193158209,0.999861759,0.97572365,90,90,1,0.789295245,0,2
Globotruncanidae,Contusotruncana,walfischensis,69.8,65.51,0.992052392,71.02666667,1.036092313,1.148412084,64.94,63.73,84.41,87.60666195,59.92,4,1.008982735,258.2,296.52,82.19,72219.8,0.21175301,1.045969501,1.125895059,0.997525729,1.74,74.62,0.023318145,0.940071191,0.193648335,1
Globotruncanidae,Globotruncanella,petaloidea,69.8,65.51,1.56571107,94.49666667,1.226285207,1.920923603,109.54,94.92,79.03,91.33824091,148.2,4,1.131231035,175.4,336.93,104.61,59466.24,0.362901707,1.497673234,0.924303077,1,90,90,1,0.77674797,0,1
Heterohelicidae,Heterohelix,navarroensis,69.8,65.51,1.255373353,180,1.43220339,0.709205716,180,180,180,96.07456807,43.52,2,1.120434448,210.63,149.38,90,19273.63,0.322422917,1.281908947,0.962276652,0.926157053,90,90,1,0.803332837,0,3
Heterohelicidae,Pseudoguembelina,excolata,69.8,65.51,1.11719132,180,1.482506424,0.670521183,180,180,180,87.9081586,55.39,2,1.056972715,303.54,203.53,90,41182.01,0.185252493,1.066993349,0.828193431,0.849319973,90,90,1,0.765534651,0,2
Heterohelicidae,Pseudoguembelina,palpebra,69.8,65.51,1.378433154,180,1.405934881,0.71064606,180,180,180,96.82840858,68.13,2,1.174066929,509.86,362.33,90,119385.92,0.392337388,1.336973221,1.034818159,0.873896687,90,90,1,0.856535662,0,2
Rugoglobigerinidae,Rugoglobigerina,macrocephala,69.8,65.51,3.582155278,92.02666667,1.257966911,1.287683693,107.36,100,68.72,95.94704972,180,4,1.36203957,351.81,453.02,90,131544.49,0.589035694,1.49596857,0.886517951,0.92511025,90,90,1,0.841088559,0,2
Globigerinidae,Globigerinelloides,rosebudensis,70,65.51,2.498025285,64.68,1.204406225,2.866720445,66.35,61.38,66.31,91.99003903,176.66,6,1.181558094,111.57,319.84,90,60048.84,0.350891374,1.266940018,0.870806561,0.955329057,90,90,1,0.872216038,0,2
Globotruncanidae,Globotruncana,esnehensis,70,65.51,1.286852648,57.91,1.039909955,1.757239659,60.31,59.48,53.94,84.36962761,114.22,6,1.040130122,296.63,521.25,78.24,224595.72,0.196759938,1.091905657,0.89718253,0.985786289,13.07,46.89,0.278737471,0.815531157,0,2
Rugoglobigerinidae,Rugoglobigerina,pennyi,70.4,65.51,1.303288392,63.66,1.015424291,1.356986864,74.93,58.06,57.99,93.86832174,139.32,6,1.051237732,306.79,416.31,90,122509.21,0.215767696,1.203164729,0.86388031,0.89387277,90,90,1,0.838054167,0,2
Heterohelicidae,Planoglobulina,riograndensis,71,65.51,1.152522964,180,1.034813525,0.972535714,180,180,180,96.20003715,81.41,10,1.073556223,560,544.62,90,186427.22,0.086782928,3.999343673,0.758148322,0.936522538,90,90,1,0.815437526,0,3
Heterohelicidae,Pseudoguembelina,kempensis,71,65.51,1.357949185,180,1.493197476,0.665616369,180,180,180,89.54670091,45.82,2,1.165310767,257.07,171.11,90,28741.55,0.254333882,1.168600075,0.895515151,0.849900922,90,90,1,0.797499944,0,2
Globigerinidae,Globigerinelloides,subcarinatus,71.1,65.51,1.827811472,79.24,1.240813915,3.33729881,87.56,77.13,73.03,93.77727349,169.31,5,1.134633275,100.03,333.83,65.32,59875.65,0.298634754,1.423876504,0.883620121,0.971200322,49.14,41.49,1.184381779,0.840206938,0,2
Heterohelicidae,Gublerina,acuta,71.3,65.51,0.960937899,180,1.468782222,0.684848114,180,180,180,97.980897,55.45,7,0.9802744,816.4,559.11,90,296760.07,0.120253173,2.65719689,1.374586904,0.925894092,90,90,1,0.844782166,0,0
Hedbergellidae,Muricohedbergella,sliteri,71.3,65.51,1.527419429,67.07333333,1.084457654,2.239245919,63.39,67.93,69.9,96.9710402,180,6,1.082851773,154.36,345.65,90,65365.67,0.245664276,1.324346889,0.829303593,0.95591329,90,90,1,0.849437935,0,3
Rugoglobigerinidae,Rugoglobigerina,hexacamerata,71.3,65.51,1.77218045,61.16,1.160131428,1.675283002,63.6,53.06,66.82,97.38799839,137.77,6,1.099935012,224.38,375.9,90,82767.37,0.22749714,1.335773633,0.771800379,0.934681919,90,90,1,0.838985657,0,2
Globigerinidae,Globigerinelloides,mendezensis,71.5,65.51,2.212330052,75.53333333,1.259498231,2.936860861,92.16,74.7,59.74,92.18667179,180,5,1.16669527,129.08,379.09,90,73325.45,0.316577941,1.362382112,0.865240611,0.952560861,90,90,1,0.840121079,0,2
Heterohelicidae,Gublerina,cuvillieri,71.5,65.51,0.990053219,180,1.482316255,0.680976248,180,180,180,87.23511107,50.08,4,0.604787244,367.12,250,90,52563.89,0.147545397,1.187458412,0.676730223,0.829866933,90,90,1,0.74603862,0,0
Rugoglobigerinidae,Kuglerina,rotundata,71.5,65.51,1.151655173,78.82666667,1.083059616,1.340196381,76.82,77.68,81.98,94.90406181,161.64,5,1.031353893,389.04,521.39,90,198372.79,0.230379832,1.288231895,0.987023493,0.916794887,90,90,1,0.877973532,0,3
Globotruncanidae,Globotruncanita,angulata,71.70889,65.51,1.39709758,68.54333333,1.109646915,1.591981259,69.44,62.87,73.32,97.77317044,149.14,4,1.062625981,371.38,591.23,90,221318.72,0.237800761,1.339646623,0.842717264,0.944043155,90,90,1,0.845257675,0,2
Globotruncanidae,Rugotruncana,circumnodifer,72,65.51,1.41767415,72.78666667,1.123213754,1.697163662,83.61,62.78,71.97,98.58464398,128.64,5,1.078484937,170.29,289.01,90,52802,0.285547896,1.332830414,0.838051589,0.93709454,90,87.14,1.032820748,0.791139646,0,2
Rugoglobigerinidae,Trinitella,scotti,72,65.51,0.494878694,72.17666667,1.327669499,2.146516229,78.42,58.76,79.35,86.92984447,179.03,5,0.849294734,187.01,401.42,77.1,86724.36,0.042985961,1.378007187,0.877016116,0.995031974,90,90,1,0.845343354,0,2
Heterohelicidae,Racemiguembelina,powelli,73,65.51,1.025482943,180,1.375054545,0.717046154,180,180,180,97.12124568,51.68,6,1.012661317,568.75,407.82,90,151867.68,0.171344752,1.543554918,1.08877657,0.95197814,90,90,1,0.807841692,0,3
Globotruncanidae,Globotruncanita,stuarti,73.1,65.51,1.144823256,54.03333333,1.064275991,1.697092529,56.6,55.68,49.82,88.77457351,127.58,7,1.022426261,199.83,339.13,79.26,80001.04,0.148110575,1.027132699,0.903950995,0.990597486,24.63,52.7,0.467362429,0.86867361,0,2
Globotruncanidae,Globotruncana,aegyptiaca,73.27,65.51,1.35794579,87.5,1.066613888,1.878681114,91.33,76.04,95.13,85.84371306,147.2,4.5,1.086282732,300.86,565.22,90,207308.49,0.360765784,1.312195496,1.053408987,1,13.84,81.2,0.17044335,0.874522904,0,2
Heterohelicidae,Planoglobulina,acervulinoides,73.3,65.51,0.999117754,180,0.978020501,1.025238593,180,180,180,96.09592636,88.02,10,0.99955878,583.63,598.36,90,219793.07,0.064571736,1.933438649,0.795923171,0.946900624,90,90,1,0.870446947,0,3
Globotruncanidae,Gansserina,wiedenmayeri,73.5,65.51,1.003620985,52.56333333,0.910014421,2.126113777,51.44,44.28,61.97,96.05613553,180,7,0.983470515,218.85,465.3,86.38,145257.3,0.172881983,1.163955858,0.820595452,0.996034843,85.25,11.52,7.400173611,0.905176745,0.106145762,1
Heterohelicidae,Laeviheterohelix,dentata,74,65.51,1.486360243,180,1.476595745,0.691647218,180,180,180,91.82244087,53.16,2,1.219163748,347.07,240.05,90,52921,0.311709907,1.226614993,1.034087618,0.909446218,90,90,1,0.81435863,0,0
Globotruncanidae,Globotruncanella,havanensis,74.47,65.51,1.909736614,73.90666667,1.080657017,2.17443849,81.97,67.45,72.3,93.60185677,136.27,5,1.145153014,175.42,381.44,89.79,93825.12,0.323818611,1.306591164,0.95202941,0.974741691,90,90,1,0.881332303,0,1
Heterohelicidae,Heterohelix,punctulata,74.5,65.51,1.197111511,180,1.361914929,0.724775923,180,180,180,93.22263169,64.19,2,1.094125912,486.44,352.56,90,116814.13,0.302351008,1.211828306,0.9449506,0.927689483,90,90,1,0.815643596,0,3
Heterohelicidae,Heterohelix,rajagopalani,74.5,65.51,1.126370919,180,1.218500371,0.838988362,180,180,180,96.46087527,63.54,2,1.061306232,590.33,495.28,90,184546.02,0.201683623,1.182334803,0.860334507,0.899134818,90,90,1,0.879309944,0,3
Heterohelicidae,Pseudotextularia,elegans,74.5,65.51,1.215031258,180,2.195617439,0.455425695,180,180,180,85.93748094,37.58,2,1.102284563,673.37,306.67,90,135527.78,0.242426756,1.179414015,1.000195987,0.916256863,90,90,1,0.676912195,0,2
Heterohelicidae,Planoglobulina,multicamerata,74.7,65.51,1.149346554,180,1.243001362,0.814446968,180,180,180,89.08713463,67.03,14,1.072075815,567.87,462.5,90,175774.87,0.045942688,1.326415876,1.700716205,0.950306289,90,90,1,0.835260497,0,3
Heterohelicidae,Heterohelix,labellosa,75,65.51,1.1769445,180,0.58733966,0.599402093,180,180,180,94.44745634,62.05,2,1.08487073,381.33,228.57,90,58273.16,0.273603319,1.128215932,1.060904944,0.908081861,90,90,1,0.784753859,0,3
Globigerinidae,Globigerinelloides,impensus,75.5,65.51,1.774110102,43.57,1.266591179,3.080461303,52.6,37.59,40.52,95.79027387,180,8,1.056398606,150.01,462.1,90,121679.55,0.176239228,1.176838388,0.627750473,0.948008524,90,90,1,0.791248876,0,2
Heterohelicidae,Heterohelix,semicostata,75.5,65.51,1.029944189,180,1.49770563,0.688113593,180,180,180,91.79141146,47.18,2,1.01486166,303.54,208.87,90,42625.5,0.196505613,1.149781709,0.926135823,0.924804983,90,90,1,0.807680468,0,3
Globotruncanidae,Globotruncana,falsostuarti,76.7,65.51,0.939470257,50.42666667,1.039258151,1.891303282,60.7,49.53,41.05,90.66927729,135.77,6.5,0.991056985,407.74,771.16,104.2,418265.55,0.130383413,1.122308222,0.725452887,1,20.69,40.77,0.507480991,0.872768398,0,2
Rugoglobigerinidae,Archaeoglobigerina,mateola,77.3,65.51,1.182246712,76.50666667,0.894661449,1.338698987,80.3,71.98,77.24,97.31487828,130.02,5,1.033386021,211.22,282.76,90,50364.89,0.256134581,1.373918632,0.932341718,0.936068192,90,90,1,0.838403354,0,0
Rugoglobigerinidae,Rugoglobigerina,rugosa,79.5,65.51,1.91096097,74.53666667,1.196734192,1.531182424,80.87,72.83,69.91,97.55042703,157.94,5,1.138658518,231.22,354.04,90,69673.49,0.305473287,1.368778559,0.895624716,0.926975332,90,90,1,0.867630225,0,2
Globotruncanidae,Globotruncana,hilli,82,65.51,1.30398525,75.62666667,1.081663957,1.979319585,76.85,76.43,73.6,94.35350132,164.72,5,1.056586546,171.66,339.77,90,82005.55,0.238142418,1.245332134,0.980017983,0.993972834,27.09,4.27,6.344262295,0.880381447,0.467843411,2
Heterohelicidae,Heterohelix,planata,82,65.51,1.275889509,180,1.451174793,0.698699354,180,180,180,89.98069481,42.05,2,1.129552791,427.48,298.68,90,69718.52,0.290003574,1.382475393,1.014763715,0.894397131,90,90,1,0.739727517,0,3
Heterohelicidae,Pseudoguembelina,costulata,82,65.51,1.110292671,180,1.645735277,0.596225891,180,180,180,92.93159808,52.92,2,1.053704262,288.28,171.88,90,32238.16,0.230239257,1.191894371,1.184271329,0.832879327,90,90,1,0.834431629,0,2
Globotruncanidae,Globotruncanita,stuartiformis,83.7,65.51,1.115831761,49.73,1.137389508,1.988522614,60.55,45.37,43.27,80.10681237,130.38,6,1.022129248,190.81,379.43,59.3,90868.5,0.164330213,1.081551469,0.890929459,0.989624531,21.8,36.1,0.603878116,0.853657388,0,2
Rugoglobigerinidae,Archaeoglobigerina,australis,84,65.51,0.804991164,64.4,1.096315698,1.461942551,57.16,64.97,71.07,85.13941998,137.87,5.5,0.964680357,357.88,523.2,90,219615.38,0.190219601,1.189443321,0.890273071,0.938381025,90,90,1,0.774225206,0,0
Globotruncanidae,Globotruncana,arca,84.3,65.51,1.885992616,50.54,1.213267644,1.770457648,47.7,50.15,53.77,92.89727241,112.96,7,1.091546048,278.38,492.86,106.18,158019.16,0.198824244,1.140896833,0.756051322,1,38.37,39.89,0.961895212,0.894016899,0.201990085,2
Globigerinidae,Globigerinelloides,alvarezi,85,65.51,2.244581778,49.18333333,1.178201152,2.224015227,61.76,43.6,42.19,97.07386352,180,8,1.126351313,120.84,268.75,90,43439.67,0.247477248,1.152239166,0.751395124,0.933783819,90,90,1,0.856165109,0,2
Rugoglobigerinidae,Archaeoglobigerina,blowi,87.4,65.51,1.61417854,80.18,1.236047316,1.768932039,82.61,77.86,80.07,97.12299911,180,5,1.110879434,236.9,419.06,90,95629.25,0.303959929,1.477616708,0.918044023,0.934216874,90,90,1,0.834679656,0,0
Heterohelicidae,Pseudotextularia,nuttalli,88,65.51,1.087976303,180,1.616162957,0.626459144,180,180,180,95.36933004,49.14,2,1.043061026,485.73,304.29,90,95128.57,0.198742817,1.280583712,1.059551985,0.906327281,90,90,1,0.800961898,0,2
Globigerinidae,Globigerinelloides,asperus,89,65.51,2.544105427,75.64,1.164572677,1.851825016,88.54,71.37,67.01,98.54596048,180,5,1.211619107,110.41,204.46,90,30042.46,0.384083394,1.358374513,0.90781184,0.931593492,90,90,1,0.837680644,0,2
Heterohelicidae,Heterohelix,globulosa,93.6,65.51,1.427642364,180,1.708988676,0.614576403,180,180,180,94.03683738,47.46,2,1.194839891,435.91,267.9,90,72342.63,0.366878008,1.325379908,1.073411053,0.883967977,90,90,1,0.774729116,0,3
Schackoinidae,Schackoina,cenomana,99.8,65.51,2.015504631,96.05666667,0.795032234,3.034370851,93.92,104.82,89.43,82.17644639,180,4,1.212583978,67.79,205.7,56.78,15001.05,0.442213712,1.924401833,0.778172215,0.997516491,37.49,49.04,0.764477977,0.72032509,0,0
Globotruncanidae,Rugotruncana,subcircumnodifer,75.5,65.7,2.250531728,78.66333333,0.981956211,1.83632287,80.24,79.31,76.44,96.39342106,180,5,1.193682337,182.86,335.79,90,83819.39,0.37813327,1.361219003,0.981655089,0.972404497,90,90,1,0.854436779,0.19009078,2
Globotruncanidae,Abathomphalus,intermedius,67.7,65.9,1.405436102,58.50333333,1.19068029,2.469511928,67.89,51.32,56.3,90.91238462,156.91,4.5,1.048852694,228.45,564.16,86.35,194956.1,0.260332813,1.208072386,0.82223724,0.9976944,47.06,29.74,1.582380632,0.827082691,0,1
Globotruncanidae,Globotruncanita,insignis,75.8,65.9,0.770927582,50.51,1.111800782,2.130748968,48.41,47.32,55.8,90.09905136,150.96,7,0.965057306,280.92,598.57,83.84,251363.54,0.134521498,1.176847155,0.732088303,1,51.36,15.79,3.252691577,0.883810427,0,2
Globigerinidae,Globigerinelloides,multispinus,83,66,1.126506593,64.52666667,1.031637631,1.136896103,58.75,60.88,73.95,91.96230211,179.83,5.5,1.023385606,261.22,296.98,89.21,62795.5,0.254715704,1.22034014,0.918981818,0.974490413,90,90,1,0.877864134,0,2
Globotruncanidae,Abathomphalus,mayaroensis,68.36,66.42,1.424313794,64.94666667,1.056413834,2.315992653,65.5,63.73,65.61,91.97375987,174.48,5.5,1.066419328,321.21,743.92,102.43,387679.91,0.292895291,1.195775853,0.959930579,0.992746818,54.57,2.06,26.49029126,0.874529771,0.441175555,1
Globotruncanidae,Gansserina,gansseri,72.35,66.42,1.274216581,69.62,1.149476285,1.722013052,84.2,62.03,62.63,93.12085375,162.31,5.5,1.061042781,239.04,411.63,90,104620.76,0.277808534,1.18049507,1.009468086,0.996630385,76.17,6.56,11.61128049,0.927441414,0,1
Globotruncanidae,Contusotruncana,patelliformis,79.7,66.7,1.889400214,83.77333333,1.032088587,1.53434957,80.06,90.01,81.25,93.47767701,99.67,4,1.153789001,339.16,520.39,67.09,188800.67,0.321233076,1.079561068,1.262590695,0.964782255,8.11,81.49,0.099521414,0.939124411,0,1
Globigerinidae,Globigerinelloides,prairiehillensis,79,67,4.339038233,56.50333333,1.288489669,1.682780686,68.37,52.19,48.95,90.93091934,180,7,1.254915997,171.9,289.27,90,44594.73,0.381665277,1.257992787,0.768357737,0.934088729,90,90,1,0.75051594,0,2
Globotruncanidae,Globotruncana,bulloides,84.1,67.4,1.683574378,57.79666667,1.16251463,2.219980564,60.97,56.79,55.63,90.46042507,168.42,6.5,1.072123741,257.25,571.09,124.4,199325.94,0.290121446,1.168972262,0.877233128,0.999373325,18.24,22.96,0.794425087,0.869601393,0.353663751,2
Globotruncanidae,Contusotruncana,fornicata,85.6,67.4,2.394567046,81.74333333,1.180854588,2.075892857,96.19,75.62,73.42,83.85472259,148.79,4.5,1.213679092,206.08,427.8,90,116181.92,0.406474519,1.213592305,1.100433028,1,39.42,21.21,1.858557284,0.905533344,0.165809394,1
Globotruncanidae,Radotruncana,subspinosa,77.6,67.7,1.428683429,65.28666667,1.158873166,2.454797868,70.82,67.48,57.56,88.10319226,167.86,6,1.077468226,180.08,442.06,64.12,119991.74,0.263902499,1.140369149,0.949427441,0.997375384,43.98,20.61,2.133915575,0.831978119,0,2
Globotruncanidae,Globotruncana,mariei,83.7,67.9,1.905657069,81.07333333,1.162332149,2.309120768,94.85,78.96,69.41,89.5629236,151.57,5,1.165090396,158.32,365.58,55.72,86064.27,0.352606372,1.210609901,1.026113218,0.964794944,27.69,6.91,4.00723589,0.88594645,0.17982567,2
Globotruncanidae,Globotruncana,linneiana,83.9,68.1,1.762797391,58.92666667,1.094272208,2.325801666,65,55.57,56.21,95.27859577,164.69,6,1.095715397,175.26,407.62,102.96,105102.95,0.262923258,1.146232162,0.857879395,1,33.78,2.68,12.60447761,0.909910588,0.429305033,2
Globotruncanidae,Globotruncana,ventricosa,77.16,68.4,2.714065797,51.09666667,1.159836328,1.665451433,63.18,44.56,45.55,93.024138,133.74,6,1.153738394,315.44,525.35,104.15,191538.46,0.282089926,1.13399028,0.838541704,1,56.5,25.48,2.217425432,0.920868172,0.280497083,2
